id_vet_especialidad;id_veterinario;id_prestacion;id_especialidad;nombres;apellidos;sexo;especialidad;id_clinica;nombre_clinica;direccion;n_calificaciones;calificacion;latitud;longitud;dpa;valor
153;29;47;10;Nicolás Ignacio;Cozzolino Puelma;MASCULINO;Endocrinología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;30000
154;29;59;12;Nicolás Ignacio;Cozzolino Puelma;MASCULINO;Gastroenterología;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;30000
155;30;42;9;José Leonardo;Cuevas Pavéz;MASCULINO;Nutrición animal;1;Clínica 1: Veterinaría los perritos flojos;José Joaquín Vallejos 1312;25;4,2;-33.4823152;-70.6512387;13130;45000
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;45000
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;45000
156;31;17;4;Rodrigo;Contreras Diaz;MASCULINO;Dermatología;9;Clínica 9;Huérfanos 2653;16;3,3;-33.4418933;-70.6727172;13101;55000
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;35000
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;70000
157;31;41;9;Rodrigo;Contreras Diaz;MASCULINO;Nutrición animal;9;Clínica 9;Huérfanos 2653;16;3,3;-33.4418933;-70.6727172;13101;45000
158;31;53;11;Rodrigo;Contreras Diaz;MASCULINO;Etología;6;Clínica 6;Huérfanos 2653;54;3;-33.4418933;-70.6727172;13101;35000
158;31;53;11;Rodrigo;Contreras Diaz;MASCULINO;Etología;7;Clínica 7;Huérfanos 2653;44;2,4;-33.4418933;-70.6727172;13101;40000
158;31;53;11;Rodrigo;Contreras Diaz;MASCULINO;Etología;9;Clínica 9;Huérfanos 2653;16;3,3;-33.4418933;-70.6727172;13101;30000
159;32;9;2;Daniela Fernanda;De La Barra González;FEMENINO;Urgencias veterinarias;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;50000
160;32;45;9;Daniela Fernanda;De La Barra González;FEMENINO;Nutrición animal;14;Clínica 14;Huérfanos 2653;96;4,9;-33.4418933;-70.6727172;13101;65000
161;33;52;11;Raúl Marcelo;De La Fuente García;MASCULINO;Etología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;35000
161;33;52;11;Raúl Marcelo;De La Fuente García;MASCULINO;Etología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;50000
162;33;57;12;Raúl Marcelo;De La Fuente García;MASCULINO;Gastroenterología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;55000
162;33;57;12;Raúl Marcelo;De La Fuente García;MASCULINO;Gastroenterología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;25000
163;33;48;10;Raúl Marcelo;De La Fuente García;MASCULINO;Endocrinología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;30000
163;33;48;10;Raúl Marcelo;De La Fuente García;MASCULINO;Endocrinología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;35000
164;33;11;3;Raúl Marcelo;De La Fuente García;MASCULINO;Cirugía;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;55000
164;33;11;3;Raúl Marcelo;De La Fuente García;MASCULINO;Cirugía;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;35000
165;33;17;4;Raúl Marcelo;De La Fuente García;MASCULINO;Dermatología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;75000
165;33;17;4;Raúl Marcelo;De La Fuente García;MASCULINO;Dermatología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;55000
166;33;20;4;Raúl Marcelo;De La Fuente García;MASCULINO;Dermatología;16;Clínica 16;Huérfanos 2653;53;4;-33.4418933;-70.6727172;13101;75000
166;33;20;4;Raúl Marcelo;De La Fuente García;MASCULINO;Dermatología;19;Clínica 19;Huérfanos 2653;42;2,9;-33.4418933;-70.6727172;13101;55000
